N1;N2;N3;N4;N5;E1;E2;HasWin
10;13;20;41;39;7;7;0
23;2;17;26;42;10;2;0
45;3;3;8;42;4;9;0
11;21;28;18;31;4;0;0
11;11;2;17;35;3;4;0
49;48;44;46;33;6;1;0
10;6;18;19;24;0;1;0
45;10;4;19;1;5;9;0
0;39;37;41;9;5;2;0
14;41;22;34;11;9;10;0
29;43;15;40;36;4;6;0
45;20;28;21;21;2;10;0
5;5;25;22;8;5;7;0
30;43;1;17;40;8;9;0
6;41;12;15;48;3;8;0
41;47;37;23;36;6;2;0
30;2;7;47;27;5;8;0
32;24;5;31;7;11;10;0
30;45;28;19;23;2;4;0
24;41;23;6;11;0;11;0
31;6;3;29;2;0;8;0
19;9;36;31;0;3;0;0
16;11;10;49;9;2;6;0
31;6;19;20;16;1;4;0
40;36;11;19;40;4;9;0
22;24;19;40;45;5;11;0
37;34;42;12;11;10;8;0
2;37;27;5;4;5;4;0
29;11;2;29;11;3;6;0
40;28;46;28;33;6;7;0
9;23;46;11;19;6;10;0
25;42;45;8;39;5;7;0
7;35;43;28;36;3;5;0
11;0;12;30;9;8;6;0
9;34;19;32;44;4;11;0
22;32;37;42;38;7;2;0
0;33;25;47;39;9;10;0
28;13;30;28;13;2;10;0
19;0;40;32;46;3;10;0
40;28;31;43;23;4;9;0
34;48;38;37;26;7;11;0
12;32;41;14;37;4;6;0
15;34;37;34;21;8;5;0
34;25;21;10;20;1;8;0
0;32;27;48;28;0;9;0
11;1;40;45;14;8;0;0
38;48;15;11;11;1;7;0
46;2;37;26;49;6;3;0
49;35;42;18;38;4;9;0
17;3;28;11;46;9;1;0
16;11;6;22;4;0;2;0
23;6;12;14;49;6;2;0
5;16;37;25;35;9;6;0
29;47;19;23;3;4;1;0
10;37;44;4;31;1;1;0
21;5;23;7;13;0;6;0
9;28;13;42;19;2;10;0
34;38;6;29;42;3;11;0
7;29;40;49;2;6;3;0
32;33;3;8;9;10;2;0
47;7;32;23;47;6;9;0
15;23;5;19;40;5;9;0
21;0;21;1;11;7;9;0
13;16;12;30;47;6;9;0
35;36;44;39;30;3;4;0
5;46;42;14;41;6;11;0
26;17;45;27;42;7;11;0
33;26;14;33;39;8;3;0
30;19;43;32;26;4;4;0
7;19;42;41;18;0;3;0
49;1;4;3;26;11;10;0
43;33;6;8;45;7;1;0
13;6;13;19;23;9;2;0
26;41;42;36;3;8;9;0
25;8;21;43;0;10;11;0
21;2;0;24;28;9;8;0
1;16;42;15;9;9;3;0
30;25;17;10;21;0;10;0
10;34;4;46;43;8;3;0
11;7;25;3;49;9;9;0
22;16;21;28;21;6;3;0
21;3;31;12;12;3;4;0
24;16;14;39;37;1;5;0
16;3;27;30;44;3;8;0
18;6;37;29;5;6;9;0
37;21;32;17;10;11;0;0
44;49;34;28;38;9;1;0
9;41;27;3;1;2;10;0
22;21;27;32;45;4;4;0
25;24;14;41;23;8;11;0
31;17;19;6;31;8;10;0
47;13;21;29;22;2;5;0
18;5;45;18;36;2;5;0
20;31;36;14;40;0;2;0
20;42;44;33;33;8;8;0
16;0;6;23;47;2;7;0
19;25;23;10;42;0;1;0
43;31;39;37;30;4;6;0
20;32;36;2;43;11;10;0
29;29;44;6;12;10;2;0
42;5;34;31;13;10;7;0
34;6;5;30;26;2;5;0
46;37;8;39;38;3;5;0
36;40;31;43;21;3;7;0
26;37;29;38;35;2;10;0
45;17;19;39;44;8;3;0
7;22;31;1;5;4;1;0
17;6;25;17;31;8;8;0
45;43;40;12;34;5;11;0
14;37;26;47;48;6;0;0
30;48;29;49;39;0;1;0
39;34;17;0;42;10;11;0
25;5;9;21;5;4;3;0
20;0;19;36;32;3;5;0
46;12;2;29;19;0;9;0
12;36;31;14;4;11;11;0
48;2;33;30;42;7;7;0
37;29;29;32;48;10;6;0
2;3;25;47;13;9;8;0
5;35;42;17;23;7;7;0
14;1;16;17;43;0;2;0
49;20;5;29;30;5;7;0
29;29;8;8;35;2;10;0
16;29;22;35;10;1;0;0
4;40;7;25;37;2;9;0
5;20;36;36;48;0;8;0
38;3;9;35;12;3;4;0
33;18;12;33;28;11;6;0
48;31;12;38;20;4;2;0
45;48;45;43;32;8;10;0
37;23;0;13;24;5;9;0
11;5;34;18;14;2;11;0
7;19;28;14;1;1;3;0
37;12;46;25;11;8;8;0
41;12;12;10;23;9;5;0
16;44;13;24;8;6;9;0
18;16;20;43;27;8;11;0
48;0;18;15;35;3;7;0
0;46;47;23;42;2;2;0
23;19;36;14;32;8;10;0
2;16;26;41;22;9;6;0
20;0;32;26;36;9;8;0
47;47;7;18;9;9;11;0
11;38;15;46;36;2;10;0
1;33;0;3;33;9;8;0
42;12;13;43;39;2;7;0
10;9;7;4;3;11;2;0
45;49;8;38;7;3;9;0
26;21;22;36;38;4;11;0
24;21;29;26;42;6;4;0
47;25;40;23;2;6;10;0
34;9;17;23;37;9;8;0
32;16;36;31;29;4;8;0
30;13;0;42;34;0;1;0
44;46;26;5;29;7;4;0
0;34;42;46;9;10;1;0
18;48;20;19;12;5;2;0
46;25;19;10;11;0;4;0
38;39;47;24;15;6;11;0
15;18;9;16;17;0;10;0
5;4;48;38;5;3;2;0
4;3;6;30;40;0;7;0
38;19;43;29;15;7;3;0
33;39;14;25;17;10;8;0
5;34;46;44;34;9;9;0
45;27;7;49;3;10;11;0
13;45;43;22;43;3;6;0
14;42;9;13;27;7;5;0
34;41;3;32;16;10;4;0
0;24;4;7;7;11;2;0
24;39;49;22;30;6;5;0
32;8;22;26;19;0;4;0
32;42;1;14;44;0;8;0
0;24;9;38;46;5;10;0
9;16;8;0;45;0;7;0
12;7;25;7;46;9;8;0
14;47;8;27;44;9;4;0
24;5;1;16;40;7;8;0
49;25;19;16;30;7;11;0
4;18;12;27;36;2;8;0
6;12;15;0;28;0;1;0
47;5;48;21;20;0;7;0
26;2;6;8;0;2;8;0
4;1;5;38;41;0;11;0
49;22;26;22;33;4;5;0
43;41;28;13;43;11;0;0
2;26;34;45;49;1;5;0
3;43;49;22;25;5;6;0
25;14;12;43;21;11;5;0
9;34;33;33;3;7;11;0
43;45;49;28;47;6;9;0
0;18;2;0;9;5;5;0
32;27;39;39;29;3;11;0
1;32;18;7;14;5;7;0
34;9;40;1;5;5;10;0
26;15;34;9;42;8;0;0
17;16;23;38;49;2;6;0
40;14;5;11;10;11;5;0
47;22;8;7;24;10;2;0
19;30;42;9;27;11;9;0
35;48;30;23;37;6;4;0
1;39;3;34;7;10;11;0
3;25;13;24;32;4;3;0
29;0;42;27;35;4;0;0
22;30;26;49;49;1;0;0
0;41;15;34;49;7;1;0
29;24;41;0;24;11;2;0
34;38;7;16;34;7;8;0
30;16;16;46;21;2;10;0
37;16;18;44;21;10;0;0
10;27;40;20;5;11;6;0
48;43;40;47;17;5;5;0
45;37;9;0;10;4;9;0
46;0;42;13;44;5;1;0
14;45;14;0;47;7;10;0
5;26;17;35;34;3;9;0
20;6;17;47;25;3;11;0
28;38;31;41;32;7;11;0
49;42;6;15;17;9;8;0
15;18;29;44;19;1;2;0
45;18;1;37;19;0;7;0
3;17;40;28;44;4;5;0
23;31;15;14;30;9;5;0
22;4;25;5;0;4;10;0
4;22;4;42;1;0;1;0
6;6;4;46;38;1;0;0
28;16;5;32;30;2;11;0
24;13;27;41;35;3;10;0
25;43;19;15;4;8;7;0
20;40;20;24;3;0;0;0
7;36;27;17;46;2;5;0
1;33;1;17;36;10;10;0
20;7;25;43;18;9;1;0
27;41;25;16;7;10;3;0
15;20;30;31;27;5;10;0
13;12;15;7;9;3;2;0
49;29;34;22;20;9;5;0
35;12;32;18;29;11;9;0
37;0;29;36;36;6;1;0
34;9;15;30;25;5;9;0
40;29;26;47;35;4;3;0
25;9;33;47;1;11;8;0
46;26;34;33;8;3;5;0
41;14;36;19;46;3;1;0
47;38;25;21;15;7;1;0
49;34;18;38;21;0;9;0
9;32;25;3;29;4;7;0
3;24;39;25;32;3;1;0
35;32;38;28;38;7;7;0
44;5;19;48;18;8;6;0
12;46;13;15;42;2;9;0
39;1;24;1;35;4;6;0
38;0;45;6;28;4;7;0
21;37;42;46;43;11;2;0
40;22;37;23;40;8;9;0
5;49;0;49;43;1;1;0
36;23;4;47;2;7;1;0
23;17;3;8;39;0;6;0
39;16;24;40;22;3;0;0
2;43;46;42;28;4;9;0
20;28;39;27;23;6;1;0
39;49;28;44;5;7;2;0
1;42;11;0;48;9;3;0
13;31;4;6;5;8;7;0
34;0;41;27;39;2;2;0
14;36;29;15;0;6;1;0
22;39;42;36;38;3;3;0
1;35;22;41;27;9;3;0
3;43;15;17;35;0;8;0
47;44;4;28;34;10;8;0
13;22;10;3;37;8;11;0
33;10;41;23;33;8;2;0
46;0;37;34;43;5;5;0
36;20;32;4;40;9;8;0
46;16;31;30;41;0;8;0
26;26;29;30;45;1;4;0
18;1;38;19;18;9;3;0
36;37;28;41;48;0;11;0
1;39;49;19;7;0;0;0
8;31;48;48;37;1;3;0
35;37;15;8;8;5;5;0
15;31;36;19;18;2;0;0
22;2;8;37;20;11;7;0
7;37;25;46;47;0;5;0
1;16;17;37;2;5;1;0
27;19;39;2;40;9;11;0
8;38;21;8;17;3;1;0
25;48;21;29;16;3;10;0
29;29;30;7;4;6;10;0
40;14;1;27;34;0;11;0
1;10;38;32;15;1;8;0
38;6;6;9;46;8;6;0
26;38;22;39;43;11;9;0
35;18;35;47;19;5;2;0
15;37;11;12;21;0;8;0
14;18;40;9;46;10;9;0
47;37;18;35;27;1;10;0
15;23;49;11;35;5;4;0
12;21;12;1;35;5;7;0
30;3;47;4;16;1;6;0
33;22;40;36;37;11;6;0
22;38;38;23;30;1;2;0
23;10;9;39;18;5;1;0
23;22;16;36;46;5;3;0
22;36;24;48;36;7;11;0
0;34;44;14;8;0;9;0
41;49;22;33;40;9;6;0
0;42;41;44;42;8;4;0
35;45;2;32;48;6;7;0
10;29;17;4;44;9;4;0
46;33;39;48;3;10;10;0
23;0;5;19;42;3;1;0
11;42;35;6;23;6;7;0
3;49;43;28;26;8;0;0
20;45;27;16;32;1;6;0
43;42;13;22;22;0;8;0
42;25;42;46;23;7;1;0
30;6;9;8;49;10;10;0
12;28;11;26;42;3;0;0
34;14;46;30;29;7;9;0
28;33;36;35;45;11;8;0
44;8;0;20;5;11;4;0
32;45;32;19;6;4;1;0
6;27;10;10;9;10;8;0
31;31;28;41;20;9;10;0
27;31;25;6;38;1;8;0
28;9;12;9;0;9;4;0
30;39;45;27;40;5;10;0
38;2;5;13;4;6;8;0
18;3;18;37;15;5;4;0
16;24;18;13;32;3;5;0
11;0;23;42;2;11;5;0
45;25;1;25;27;11;8;0
29;34;48;28;20;2;8;0
32;34;1;5;3;9;1;0
31;21;37;10;28;8;2;0
17;3;26;34;35;3;6;0
30;18;46;46;24;1;9;0
42;21;36;13;5;5;10;0
14;2;9;0;48;5;10;0
28;36;21;18;0;11;8;0
18;44;34;22;10;10;4;0
5;24;48;15;16;4;2;0
41;43;35;24;16;11;3;0
44;12;49;27;15;8;1;0
31;31;10;38;16;9;7;0
45;21;9;9;13;1;1;0
9;16;31;13;23;8;4;0
29;26;16;4;5;6;4;0
37;24;14;41;1;2;9;0
6;9;29;6;39;2;3;0
17;16;3;32;43;9;2;0
33;48;45;7;15;9;11;0
14;41;24;5;36;8;8;0
14;14;17;19;22;7;1;0
29;37;28;18;30;9;0;0
15;11;46;36;25;3;8;0
48;30;23;45;44;1;0;0
39;10;19;29;46;8;0;0
48;34;34;41;28;6;8;0
46;0;48;28;10;3;0;0
41;44;44;28;5;3;0;0
27;43;22;42;4;1;5;0
11;17;10;35;37;7;2;0
0;37;1;34;22;7;11;0
41;13;24;14;34;4;9;0
34;22;47;33;37;11;1;0
10;46;28;12;44;2;7;0
49;41;0;5;5;5;6;0
49;38;0;43;28;2;7;0
6;30;45;9;16;3;2;0
17;44;40;4;19;1;1;0
38;22;29;23;36;9;7;0
23;30;24;9;46;6;3;0
5;44;34;24;48;3;10;0
43;37;22;5;3;2;2;0
45;7;48;41;22;4;1;0
46;9;15;20;13;3;1;0
47;14;44;8;2;1;9;0
20;31;7;40;23;5;6;0
13;23;40;35;43;1;0;0
7;42;18;0;41;7;5;0
21;22;6;39;44;6;0;0
41;42;36;42;13;4;4;0
23;41;34;29;22;2;11;0
9;49;33;30;26;5;5;0
19;28;0;7;21;4;1;0
6;3;38;16;22;8;4;0
0;26;48;34;26;8;9;0
17;7;22;42;45;1;5;0
13;26;11;27;27;5;10;0
13;36;31;45;33;0;6;0
3;29;21;32;24;0;5;0
12;16;3;46;8;10;10;0
12;47;30;11;7;7;6;0
14;48;1;22;46;11;3;0
30;16;13;27;42;2;7;0
26;24;18;8;34;0;9;0
20;5;32;43;13;9;8;0
32;2;26;16;33;0;10;0
10;14;3;47;13;4;8;0
25;12;13;7;3;7;9;0
31;34;3;38;33;8;4;0
39;3;34;5;46;3;7;0
19;24;40;38;44;6;10;0
25;35;17;28;2;8;10;0
22;26;34;16;24;0;6;0
31;19;47;14;25;3;1;0
44;32;2;0;27;7;2;0
2;36;33;35;24;11;4;0
37;37;4;39;38;9;6;0
45;15;29;20;45;1;5;0
12;6;23;27;26;2;4;0
11;22;38;27;47;8;9;0
48;49;2;36;44;8;8;0
38;39;43;4;5;7;11;0
28;45;25;1;23;0;10;0
14;41;6;1;24;11;10;0
5;23;0;26;34;8;4;0
9;29;18;20;0;3;0;0
40;34;17;21;47;0;2;0
28;2;38;34;19;6;11;0
16;1;12;4;20;7;5;0
43;28;12;13;47;3;6;0
21;31;18;31;24;0;11;0
36;20;11;43;26;11;0;0
33;42;20;35;28;4;2;0
24;38;28;26;16;5;2;0
41;40;26;28;46;0;4;0
49;30;26;13;6;3;1;0
29;6;35;6;31;8;1;0
21;34;26;38;17;1;10;0
12;31;16;37;31;4;2;0
35;10;9;11;21;10;9;0
30;43;16;10;37;1;7;0
3;37;44;43;41;4;6;0
9;13;3;27;41;11;8;0
20;32;1;26;11;0;11;0
11;35;4;0;12;11;3;0
33;31;34;18;25;1;3;0
34;7;33;38;33;5;8;0
41;28;16;41;17;3;8;0
48;38;9;48;38;10;10;0
45;10;22;42;43;7;1;0
22;30;33;32;26;7;1;0
0;33;31;12;33;7;1;0
5;39;37;24;42;1;5;0
49;46;0;22;30;4;7;0
7;32;45;24;0;3;6;0
31;39;35;45;29;2;4;0
25;0;34;17;10;0;11;0
5;33;40;21;34;4;10;0
34;1;2;0;21;5;0;0
20;19;15;41;36;11;5;0
11;12;7;12;39;2;8;0
5;12;7;43;1;11;10;0
8;41;1;17;48;8;5;0
28;21;28;35;9;4;8;0
21;15;16;38;28;7;11;0
27;40;39;7;47;6;3;0
28;19;12;17;31;2;11;0
13;5;30;0;12;0;11;0
3;6;21;47;7;4;7;0
32;6;44;41;48;11;6;0
12;39;24;20;8;10;10;0
44;2;6;28;48;7;7;0
19;27;14;19;46;11;8;0
44;0;20;33;23;4;6;0
22;21;40;0;46;8;2;0
33;0;40;33;3;0;2;0
15;31;20;6;35;8;0;0
24;34;17;43;43;4;6;0
41;36;43;23;18;5;5;0
46;12;19;47;14;7;0;0
20;36;10;27;49;2;5;0
28;42;6;5;8;2;5;0
7;15;23;22;32;5;5;0
29;48;23;38;6;7;1;0
33;9;40;20;5;7;5;0
10;2;2;46;47;10;9;0
45;13;0;0;6;5;1;0
32;30;37;23;37;9;0;0
0;48;6;28;5;0;4;0
7;36;23;0;15;11;3;0
40;7;33;5;48;2;8;0
34;39;1;22;32;6;9;0
18;45;44;17;8;9;5;0
13;48;44;32;7;9;9;0
9;24;37;15;25;1;7;0
22;48;13;13;5;4;6;0
20;4;36;24;14;6;8;0
21;9;40;37;18;1;4;0
16;44;28;41;23;8;10;0
32;40;28;39;49;11;9;0
39;27;49;25;10;11;6;0
27;40;24;10;32;8;9;0
37;7;23;22;13;0;11;0
38;49;26;14;11;2;2;0
17;19;12;31;47;11;2;0
21;2;43;10;16;8;2;0
7;43;1;1;47;2;5;0
36;44;38;33;28;0;10;0
44;18;48;14;27;11;8;0
36;10;2;49;11;7;6;0
22;9;49;32;10;6;11;0
46;15;35;20;25;4;5;0
31;25;3;35;15;11;1;0
6;1;28;32;3;3;2;0
12;37;14;45;8;1;6;0
47;35;40;14;31;8;5;0
44;3;28;26;17;9;1;0
38;27;39;27;48;4;9;0
13;44;6;3;14;3;7;0
25;43;17;18;11;7;7;0
2;42;25;48;12;9;3;0
12;10;24;24;19;7;10;0
37;44;14;1;45;10;8;0
2;7;23;27;49;6;6;0
14;42;11;40;3;2;6;0
39;45;49;24;36;2;8;0
0;33;18;40;22;9;11;0
17;13;47;35;38;0;7;0
26;10;21;28;0;5;7;0
39;12;16;49;4;7;10;0
39;41;14;32;18;8;6;0
29;2;37;11;24;9;9;0
15;10;43;24;9;0;8;0
44;14;26;43;24;7;5;0
14;49;16;9;40;7;0;0
43;47;13;19;48;7;7;0
42;24;47;20;49;5;0;0
24;49;30;11;1;9;10;0
20;5;33;31;4;8;4;0
3;11;7;8;17;11;4;0
17;41;20;40;28;6;5;0
20;2;12;35;34;7;3;0
21;32;38;46;17;2;3;0
16;36;18;21;40;4;11;0
23;40;6;39;7;6;6;0
38;6;26;15;34;1;3;0
25;21;48;27;19;4;5;0
16;2;4;15;8;4;9;0
9;39;20;7;45;8;10;0
11;3;42;40;19;9;10;0
25;3;25;41;8;7;2;0
20;44;40;23;16;2;11;0
38;25;25;0;4;3;11;0
24;3;38;13;15;11;1;0
25;25;10;31;6;1;5;0
6;44;18;13;27;3;1;0
21;3;20;24;32;3;11;0
10;25;2;49;2;11;1;0
33;21;7;36;35;5;9;0
24;34;5;46;26;2;6;0
40;16;38;1;8;0;11;0
30;42;1;33;2;9;3;0
20;10;7;35;27;2;8;0
39;48;16;31;1;4;6;0
24;32;34;1;45;3;8;0
26;7;49;8;20;8;2;0
40;25;21;2;24;7;9;0
30;12;8;28;42;3;7;0
48;42;43;48;46;2;8;0
0;13;30;49;6;6;11;0
42;36;10;7;44;8;8;0
35;32;35;0;27;1;8;0
45;27;15;40;6;0;2;0
1;32;41;4;42;6;10;0
44;29;26;45;23;1;7;0
18;42;2;33;39;7;0;0
3;36;1;42;42;7;3;0
29;23;17;4;28;2;1;0
19;2;6;8;15;3;8;0
20;3;1;30;3;7;4;0
46;6;1;34;15;5;0;0
12;33;28;47;19;7;2;0
32;19;35;31;29;8;8;0
36;23;17;27;6;10;1;0
27;25;29;33;43;10;2;0
16;30;15;41;38;11;0;0
47;9;27;0;4;0;11;0
26;27;24;41;44;7;7;0
49;13;29;43;40;5;11;0
41;24;37;34;24;7;0;0
26;29;3;14;3;1;7;0
8;28;0;20;45;6;6;0
42;39;45;30;21;0;7;0
26;38;49;36;33;9;9;0
45;34;22;12;17;1;4;0
12;13;48;24;31;4;2;0
22;33;49;0;7;11;6;0
20;45;7;35;30;11;7;0
9;27;25;8;41;0;7;0
27;44;37;29;14;10;5;0
4;2;40;8;19;11;1;0
47;38;29;7;20;10;6;0
42;38;20;36;4;4;7;0
36;22;40;32;34;7;8;0
39;14;4;12;37;1;7;0
19;16;22;35;10;9;9;0
43;10;6;41;7;0;7;0
7;49;6;2;37;0;1;0
19;31;33;40;16;9;6;0
21;14;22;43;46;6;5;0
46;44;31;43;1;4;10;0
46;30;6;40;6;9;4;0
33;49;25;10;29;3;5;0
0;43;36;3;38;5;1;0
22;24;36;28;1;7;1;0
38;44;46;4;24;6;10;0
6;3;34;33;45;1;6;0
22;1;20;48;30;11;4;0
9;34;39;10;49;6;1;0
24;35;31;42;49;9;7;0
16;21;44;44;5;3;3;0
17;22;13;28;36;10;4;0
25;5;5;10;1;11;5;0
10;26;8;31;19;11;2;0
24;35;34;29;34;4;9;0
33;36;1;18;16;9;8;0
44;23;2;31;23;9;3;0
16;9;47;32;23;10;1;0
5;17;7;3;15;9;7;0
27;29;39;17;33;4;10;0
49;23;29;15;7;1;6;0
28;9;32;9;49;3;4;0
30;36;31;2;44;3;7;0
36;25;11;21;34;11;0;0
31;9;15;45;28;9;1;0
42;26;1;3;4;6;11;0
20;31;15;30;47;1;9;0
22;13;38;16;29;1;10;0
0;12;44;37;45;7;6;0
15;22;5;38;0;3;7;0
43;7;15;31;41;9;0;0
24;24;1;15;12;9;9;0
46;30;32;25;16;3;4;0
0;13;10;37;16;9;10;0
27;37;34;28;1;3;0;0
45;27;40;24;38;7;0;0
2;47;9;37;13;3;1;0
45;13;5;31;2;8;4;0
13;42;14;11;45;2;0;0
28;39;29;41;35;7;10;0
46;35;37;27;28;8;3;0
34;27;10;35;2;6;6;0
6;11;2;19;27;4;9;0
15;9;36;20;26;5;0;0
0;18;41;45;6;11;6;0
10;47;2;32;26;1;2;0
36;19;38;34;22;1;1;0
33;25;40;22;5;0;6;0
9;30;29;15;23;1;11;0
21;18;22;0;45;5;10;0
24;24;13;7;25;4;5;0
5;18;47;38;47;1;9;0
7;6;18;8;12;5;1;0
32;25;3;27;5;4;3;0
20;16;23;40;2;8;3;0
16;12;0;17;32;2;11;0
0;47;29;26;48;7;0;0
47;8;26;41;49;7;8;0
1;41;21;39;30;1;0;0
13;41;15;49;2;3;4;0
49;3;43;13;26;2;7;0
49;8;11;49;0;3;3;0
27;28;23;0;0;2;11;0
42;39;19;3;38;1;2;0
35;15;20;11;7;8;1;0
5;39;40;45;16;9;0;0
39;25;9;26;18;11;6;0
10;36;42;11;10;4;8;0
33;15;16;28;25;2;8;0
3;37;13;26;30;10;1;0
23;35;5;18;38;11;11;0
27;46;34;19;47;8;7;0
24;13;13;19;31;1;9;0
6;8;17;41;46;0;0;0
13;9;6;45;2;11;6;0
15;35;43;27;34;1;3;0
40;30;10;8;21;11;0;0
48;43;4;36;14;7;11;0
23;9;46;15;20;5;3;0
17;0;21;39;41;4;5;0
8;41;19;41;14;1;5;0
37;42;17;4;38;2;1;0
29;22;49;30;40;6;8;0
13;43;8;47;38;11;7;0
47;38;23;19;28;6;0;0
32;25;39;27;20;7;8;0
1;32;3;37;8;11;8;0
45;16;26;46;19;8;7;0
41;18;39;24;47;5;5;0
14;33;15;23;42;10;0;0
20;43;25;12;32;4;10;0
3;34;43;10;32;4;1;0
21;15;14;8;38;8;6;0
49;5;21;36;36;5;2;0
10;18;13;12;22;1;4;0
25;11;17;7;38;11;0;0
15;5;40;37;23;0;0;0
29;39;13;15;36;1;7;0
42;12;26;36;13;1;0;0
36;37;34;31;28;1;8;0
35;2;6;23;28;9;3;0
46;36;22;6;1;7;4;0
41;14;29;12;31;9;2;0
15;6;9;2;18;8;5;0
43;10;4;5;48;11;3;0
2;30;42;13;10;1;0;0
25;27;15;2;47;11;4;0
11;45;26;0;36;5;7;0
20;13;30;49;17;8;3;0
26;40;45;19;4;8;5;0
45;37;48;15;27;10;10;0
14;43;28;7;28;2;4;0
46;23;18;16;47;4;3;0
27;31;18;3;48;8;1;0
25;28;29;31;31;11;8;0
23;3;49;31;5;5;6;0
21;46;2;13;29;7;8;0
48;7;23;18;19;5;0;0
27;25;39;4;49;1;8;0
39;28;17;17;3;11;9;0
5;29;20;41;20;0;4;0
1;6;47;43;12;3;1;0
6;37;11;45;24;8;6;0
1;42;31;14;35;4;9;0
4;30;44;6;42;5;11;0
42;30;48;28;26;5;0;0
24;16;30;34;31;10;7;0
9;15;37;27;25;8;8;0
39;9;13;35;29;0;0;0
33;10;7;11;2;8;4;0
0;36;35;40;20;4;7;0
39;35;32;8;24;2;5;0
40;6;38;47;15;0;9;0
48;18;2;33;40;9;5;0
12;28;32;48;12;3;0;0
19;41;24;18;45;3;9;0
16;32;44;15;41;4;0;0
17;5;13;10;20;11;7;0
11;10;33;16;9;8;3;0
35;35;34;40;33;7;9;0
21;14;47;23;0;0;4;0
23;41;3;32;13;4;1;0
25;33;25;40;5;4;10;0
7;35;32;10;23;9;9;0
21;47;20;14;21;2;10;0
9;14;12;29;15;11;9;0
31;44;19;39;16;6;4;0
30;22;14;3;48;2;6;0
26;18;8;20;8;9;6;0
33;37;0;8;34;10;3;0
15;28;42;1;39;6;0;0
2;43;15;34;37;4;8;0
1;2;13;21;9;3;8;0
16;5;44;33;28;0;5;0
23;22;44;38;8;1;9;0
30;48;32;27;11;7;3;0
40;7;6;5;14;5;4;0
30;46;22;48;29;10;1;0
7;44;9;39;10;10;11;0
3;9;4;47;5;5;0;0
8;34;4;47;34;7;9;0
37;44;11;27;36;6;6;0
30;31;22;29;31;11;7;0
45;14;20;15;44;10;3;0
27;6;46;27;9;2;11;0
12;10;25;27;49;5;10;0
0;37;45;17;19;9;9;0
13;31;6;19;22;11;1;0
5;11;45;38;17;4;10;0
48;41;30;16;16;2;2;0
22;6;11;43;14;8;7;0
31;45;20;28;2;11;6;0
1;5;21;25;36;0;9;0
15;2;46;7;23;1;0;0
48;23;36;7;9;9;11;0
13;18;17;35;18;3;3;0
36;10;37;10;29;6;6;0
15;34;48;7;43;4;9;0
26;2;29;24;38;5;0;0
17;4;34;35;44;4;0;0
18;18;33;9;26;8;2;0
34;43;35;17;33;3;6;0
48;39;32;49;8;11;0;0
40;39;11;13;36;8;6;0
16;42;32;31;49;11;4;0
24;0;32;18;35;7;0;0
5;32;43;7;33;10;11;0
31;18;43;46;12;1;2;0
44;15;10;16;31;0;11;0
7;30;38;7;16;3;3;0
31;41;27;21;20;8;0;0
5;33;6;45;37;10;8;0
27;32;12;29;3;9;1;0
9;47;10;16;44;3;7;0
9;27;11;48;34;2;3;0
41;43;3;33;29;9;6;0
1;20;38;35;4;7;5;0
37;46;28;38;12;1;0;0
9;26;28;19;38;6;6;0
38;21;37;7;1;11;8;0
0;49;42;42;49;7;9;0
16;29;31;19;40;6;0;0
48;24;9;14;21;5;4;0
27;26;4;24;47;0;7;0
1;38;39;0;1;6;0;0
39;26;5;21;30;4;4;0
27;49;18;11;8;2;7;0
49;31;36;16;37;3;9;0
39;0;46;38;32;0;3;0
17;43;5;26;13;11;1;0
31;42;30;28;40;5;0;0
32;17;26;3;4;5;5;0
2;7;40;30;45;9;6;0
28;27;7;1;43;8;2;0
36;29;0;7;43;1;7;0
19;34;28;8;32;1;5;0
12;34;39;16;29;5;0;0
5;35;46;4;29;9;5;0
23;30;39;19;15;10;8;0
16;22;21;6;24;3;0;0
47;19;44;43;31;3;3;0
28;26;49;48;15;4;3;0
25;47;28;25;45;8;7;0
48;29;26;16;15;1;6;0
16;42;28;41;41;11;0;0
11;5;18;23;12;8;2;0
5;46;39;11;25;10;9;0
2;34;48;22;35;6;0;0
9;41;11;0;24;6;8;0
34;39;10;23;19;0;6;0
23;28;8;39;47;2;2;0
1;15;22;27;19;8;8;0
42;49;26;20;23;9;5;0
29;21;1;10;3;0;8;0
33;14;25;32;0;9;11;0
6;2;0;49;9;1;0;0
7;45;9;47;23;7;9;0
32;10;44;29;42;5;11;0
42;25;13;27;37;7;2;0
21;47;20;30;2;1;6;0
48;48;23;19;48;1;7;0
42;33;23;28;14;11;9;0
0;3;2;7;27;7;8;0
45;28;18;24;21;1;1;0
41;31;12;2;12;4;0;0
3;16;2;44;33;1;6;0
18;5;6;34;26;7;5;0
15;45;4;11;7;4;1;0
37;11;1;1;41;1;8;0
49;45;4;6;39;8;2;0
36;21;42;17;25;9;7;0
15;8;11;8;26;8;0;0
7;32;31;13;5;2;5;0
15;16;7;36;4;11;6;0
42;3;14;14;25;0;7;0
8;0;39;38;33;10;2;0
44;14;10;22;36;7;8;0
24;5;8;6;35;7;8;0
28;10;1;29;19;1;1;0
3;39;3;38;3;8;7;0
11;33;2;11;42;8;0;0
1;46;23;7;35;9;11;0
21;47;30;40;12;0;10;0
44;19;36;23;10;4;0;0
10;32;4;4;43;5;11;0
14;20;3;6;5;7;0;0
6;28;27;34;5;8;5;0
25;33;26;31;21;0;1;0
28;13;20;13;4;0;2;0
